id,language,abbreviation,phrase
09704782c2fd58e9198a4cc8f04e30d0,French,FR,Ceci est juste une phrase de test
09704782c2fd58e9198a4cc8f04e30d0,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
d564abb00bb146ff75c7ed2d9b48aadc,English,EN,This is just a test sentence
d564abb00bb146ff75c7ed2d9b48aadc,Italian,IT,Questa è solo una frase di prova
d564abb00bb146ff75c7ed2d9b48aadc,German,DE,Das ist nur ein Testsatz
d564abb00bb146ff75c7ed2d9b48aadc,Spanish,ES,Esto es solo una oración de prueba
d564abb00bb146ff75c7ed2d9b48aadc,French,FR,Ceci est juste une phrase de test
d564abb00bb146ff75c7ed2d9b48aadc,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
d564abb00bb146ff75c7ed2d9b48aadc,Czech,CZ,Toto je jen testovací věta
d564abb00bb146ff75c7ed2d9b48aadc,Russian,RU,Eto vsego lish probnoye predlozheniye
9d3f203c5a8a124ec5a1b21fe3ad1842,English,EN,This is just a test sentence
9d3f203c5a8a124ec5a1b21fe3ad1842,Italian,IT,Questa è solo una frase di prova
9d3f203c5a8a124ec5a1b21fe3ad1842,German,DE,Das ist nur ein Testsatz
9d3f203c5a8a124ec5a1b21fe3ad1842,Spanish,ES,Esto es solo una oración de prueba
9d3f203c5a8a124ec5a1b21fe3ad1842,French,FR,Ceci est juste une phrase de test
9d3f203c5a8a124ec5a1b21fe3ad1842,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
9d3f203c5a8a124ec5a1b21fe3ad1842,Czech,CZ,Toto je jen testovací věta
9d3f203c5a8a124ec5a1b21fe3ad1842,Russian,RU,Eto vsego lish probnoye predlozheniye
c8a830e0143916293557b7276958ac48,English,EN,This is just a test sentence
c8a830e0143916293557b7276958ac48,Italian,IT,Questa è solo una frase di prova
c8a830e0143916293557b7276958ac48,German,DE,Das ist nur ein Testsatz
c8a830e0143916293557b7276958ac48,Spanish,ES,Esto es solo una oración de prueba
f5ae6143fa79ba55deb5e9e720b4c681,English,EN,This is just a test sentence
f5ae6143fa79ba55deb5e9e720b4c681,Italian,IT,Questa è solo una frase di prova
f5ae6143fa79ba55deb5e9e720b4c681,German,DE,Das ist nur ein Testsatz
f5ae6143fa79ba55deb5e9e720b4c681,Spanish,ES,Esto es solo una oración de prueba
f5ae6143fa79ba55deb5e9e720b4c681,French,FR,Ceci est juste une phrase de test
0cdccbb0c544e4909e1b4716f52f2280,English,EN,This is just a test sentence
0cdccbb0c544e4909e1b4716f52f2280,Italian,IT,Questa è solo una frase di prova
0cdccbb0c544e4909e1b4716f52f2280,German,DE,Das ist nur ein Testsatz
0cdccbb0c544e4909e1b4716f52f2280,Spanish,ES,Esto es solo una oración de prueba
0cdccbb0c544e4909e1b4716f52f2280,French,FR,Ceci est juste une phrase de test
0cdccbb0c544e4909e1b4716f52f2280,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
0cdccbb0c544e4909e1b4716f52f2280,Czech,CZ,Toto je jen testovací věta
0cdccbb0c544e4909e1b4716f52f2280,Russian,RU,Eto vsego lish probnoye predlozheniye
2b48856a1e68b1deaae63aa0eea7b7e9,English,EN,This is just a test sentence
2b48856a1e68b1deaae63aa0eea7b7e9,Italian,IT,Questa è solo una frase di prova
2b48856a1e68b1deaae63aa0eea7b7e9,German,DE,Das ist nur ein Testsatz
2b48856a1e68b1deaae63aa0eea7b7e9,Spanish,ES,Esto es solo una oración de prueba
2b48856a1e68b1deaae63aa0eea7b7e9,French,FR,Ceci est juste une phrase de test
2b48856a1e68b1deaae63aa0eea7b7e9,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
50e3e579db0eef68a893b76b8199cf81,English,EN,This is just a test sentence
50e3e579db0eef68a893b76b8199cf81,Italian,IT,Questa è solo una frase di prova
50e3e579db0eef68a893b76b8199cf81,German,DE,Das ist nur ein Testsatz
50e3e579db0eef68a893b76b8199cf81,Spanish,ES,Esto es solo una oración de prueba
50e3e579db0eef68a893b76b8199cf81,French,FR,Ceci est juste une phrase de test
50e3e579db0eef68a893b76b8199cf81,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
50e3e579db0eef68a893b76b8199cf81,Czech,CZ,Toto je jen testovací věta
50e3e579db0eef68a893b76b8199cf81,Russian,RU,Eto vsego lish probnoye predlozheniye
66dccf5471154abd3be663c350d5efe2,English,EN,This is just a test sentence
66dccf5471154abd3be663c350d5efe2,Italian,IT,Questa è solo una frase di prova
66dccf5471154abd3be663c350d5efe2,German,DE,Das ist nur ein Testsatz
66dccf5471154abd3be663c350d5efe2,Spanish,ES,Esto es solo una oración de prueba
801e86946c2329fd5726edc0bb3e963d,English,EN,This is just a test sentence
801e86946c2329fd5726edc0bb3e963d,Italian,IT,Questa è solo una frase di prova
801e86946c2329fd5726edc0bb3e963d,German,DE,Das ist nur ein Testsatz
801e86946c2329fd5726edc0bb3e963d,Spanish,ES,Esto es solo una oración de prueba
801e86946c2329fd5726edc0bb3e963d,French,FR,Ceci est juste une phrase de test
801e86946c2329fd5726edc0bb3e963d,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
801e86946c2329fd5726edc0bb3e963d,Czech,CZ,Toto je jen testovací věta
801e86946c2329fd5726edc0bb3e963d,Russian,RU,Eto vsego lish probnoye predlozheniye
7d12cb15860436be16912357f0be08a2,English,EN,This is just a test sentence
7d12cb15860436be16912357f0be08a2,Italian,IT,Questa è solo una frase di prova
7d12cb15860436be16912357f0be08a2,German,DE,Das ist nur ein Testsatz
7d12cb15860436be16912357f0be08a2,Spanish,ES,Esto es solo una oración de prueba
7d12cb15860436be16912357f0be08a2,French,FR,Ceci est juste une phrase de test
7d12cb15860436be16912357f0be08a2,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
7d12cb15860436be16912357f0be08a2,Czech,CZ,Toto je jen testovací věta
7d12cb15860436be16912357f0be08a2,Russian,RU,Eto vsego lish probnoye predlozheniye
d068844107e5598a288ae47bfec0f2b2,English,EN,This is just a test sentence
d068844107e5598a288ae47bfec0f2b2,Italian,IT,Questa è solo una frase di prova
d068844107e5598a288ae47bfec0f2b2,German,DE,Das ist nur ein Testsatz
d068844107e5598a288ae47bfec0f2b2,Spanish,ES,Esto es solo una oración de prueba
d068844107e5598a288ae47bfec0f2b2,French,FR,Ceci est juste une phrase de test
d068844107e5598a288ae47bfec0f2b2,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
d068844107e5598a288ae47bfec0f2b2,Czech,CZ,Toto je jen testovací věta
3662a6a374fcea54ec738d033b39d82f,English,EN,This is just a test sentence
3662a6a374fcea54ec738d033b39d82f,Italian,IT,Questa è solo una frase di prova
3662a6a374fcea54ec738d033b39d82f,German,DE,Das ist nur ein Testsatz
3662a6a374fcea54ec738d033b39d82f,Spanish,ES,Esto es solo una oración de prueba
3662a6a374fcea54ec738d033b39d82f,French,FR,Ceci est juste une phrase de test
3662a6a374fcea54ec738d033b39d82f,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
3662a6a374fcea54ec738d033b39d82f,Czech,CZ,Toto je jen testovací věta
3662a6a374fcea54ec738d033b39d82f,Russian,RU,Eto vsego lish probnoye predlozheniye
cc20b7b4de317a6f4059bd6feb079334,English,EN,This is just a test sentence
cc20b7b4de317a6f4059bd6feb079334,Italian,IT,Questa è solo una frase di prova
cc20b7b4de317a6f4059bd6feb079334,German,DE,Das ist nur ein Testsatz
cc20b7b4de317a6f4059bd6feb079334,Spanish,ES,Esto es solo una oración de prueba
cc20b7b4de317a6f4059bd6feb079334,French,FR,Ceci est juste une phrase de test
cc20b7b4de317a6f4059bd6feb079334,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
cc20b7b4de317a6f4059bd6feb079334,Czech,CZ,Toto je jen testovací věta
69fe3987d601f0587dc520bfb69677ea,English,EN,This is just a test sentence
69fe3987d601f0587dc520bfb69677ea,Italian,IT,Questa è solo una frase di prova
69fe3987d601f0587dc520bfb69677ea,German,DE,Das ist nur ein Testsatz
69fe3987d601f0587dc520bfb69677ea,Spanish,ES,Esto es solo una oración de prueba
69fe3987d601f0587dc520bfb69677ea,French,FR,Ceci est juste une phrase de test
69fe3987d601f0587dc520bfb69677ea,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
69fe3987d601f0587dc520bfb69677ea,Czech,CZ,Toto je jen testovací věta
69fe3987d601f0587dc520bfb69677ea,Russian,RU,Eto vsego lish probnoye predlozheniye
7956226f4de23c38aed5595b450c9b9d,English,EN,This is just a test sentence
7956226f4de23c38aed5595b450c9b9d,Italian,IT,Questa è solo una frase di prova
7956226f4de23c38aed5595b450c9b9d,German,DE,Das ist nur ein Testsatz
7956226f4de23c38aed5595b450c9b9d,Spanish,ES,Esto es solo una oración de prueba
7956226f4de23c38aed5595b450c9b9d,French,FR,Ceci est juste une phrase de test
e6e196b3a82c9cb3ff7eaac009267412,English,EN,This is just a test sentence
e6e196b3a82c9cb3ff7eaac009267412,Italian,IT,Questa è solo una frase di prova
e6e196b3a82c9cb3ff7eaac009267412,German,DE,Das ist nur ein Testsatz
e6e196b3a82c9cb3ff7eaac009267412,Spanish,ES,Esto es solo una oración de prueba
e6e196b3a82c9cb3ff7eaac009267412,French,FR,Ceci est juste une phrase de test
bbef254b3f90c8278f977ea8121a57d2,English,EN,This is just a test sentence
bbef254b3f90c8278f977ea8121a57d2,Italian,IT,Questa è solo una frase di prova
bbef254b3f90c8278f977ea8121a57d2,German,DE,Das ist nur ein Testsatz
bbef254b3f90c8278f977ea8121a57d2,Spanish,ES,Esto es solo una oración de prueba
bbef254b3f90c8278f977ea8121a57d2,French,FR,Ceci est juste une phrase de test
bbef254b3f90c8278f977ea8121a57d2,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
0074c1012512e2dcf400b1e9c035208e,English,EN,This is just a test sentence
0074c1012512e2dcf400b1e9c035208e,Italian,IT,Questa è solo una frase di prova
0074c1012512e2dcf400b1e9c035208e,German,DE,Das ist nur ein Testsatz
5f8a936887d97bc9919f1a480d104afb,English,EN,This is just a test sentence
5f8a936887d97bc9919f1a480d104afb,Italian,IT,Questa è solo una frase di prova
5f8a936887d97bc9919f1a480d104afb,German,DE,Das ist nur ein Testsatz
5f8a936887d97bc9919f1a480d104afb,Spanish,ES,Esto es solo una oración de prueba
5f8a936887d97bc9919f1a480d104afb,French,FR,Ceci est juste une phrase de test
5f8a936887d97bc9919f1a480d104afb,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
5f8a936887d97bc9919f1a480d104afb,Czech,CZ,Toto je jen testovací věta
5f8a936887d97bc9919f1a480d104afb,Russian,RU,Eto vsego lish probnoye predlozheniye
1a9a6a4962016618a35dd84798a944d7,English,EN,This is just a test sentence
1a9a6a4962016618a35dd84798a944d7,Italian,IT,Questa è solo una frase di prova
1a9a6a4962016618a35dd84798a944d7,German,DE,Das ist nur ein Testsatz
1a9a6a4962016618a35dd84798a944d7,Spanish,ES,Esto es solo una oración de prueba
1a9a6a4962016618a35dd84798a944d7,French,FR,Ceci est juste une phrase de test
1a9a6a4962016618a35dd84798a944d7,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
1a9a6a4962016618a35dd84798a944d7,Czech,CZ,Toto je jen testovací věta
1a9a6a4962016618a35dd84798a944d7,Russian,RU,Eto vsego lish probnoye predlozheniye
6521f0504d531b20520cec1473a4550e,English,EN,This is just a test sentence
6521f0504d531b20520cec1473a4550e,Italian,IT,Questa è solo una frase di prova
6521f0504d531b20520cec1473a4550e,German,DE,Das ist nur ein Testsatz
6521f0504d531b20520cec1473a4550e,Spanish,ES,Esto es solo una oración de prueba
6521f0504d531b20520cec1473a4550e,French,FR,Ceci est juste une phrase de test
6521f0504d531b20520cec1473a4550e,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
6521f0504d531b20520cec1473a4550e,Czech,CZ,Toto je jen testovací věta
6521f0504d531b20520cec1473a4550e,Russian,RU,Eto vsego lish probnoye predlozheniye
1e7aa4ab0c99b7ae0939079e546ca811,English,EN,This is just a test sentence
1e7aa4ab0c99b7ae0939079e546ca811,Italian,IT,Questa è solo una frase di prova
1e7aa4ab0c99b7ae0939079e546ca811,German,DE,Das ist nur ein Testsatz
1e7aa4ab0c99b7ae0939079e546ca811,Spanish,ES,Esto es solo una oración de prueba
1e7aa4ab0c99b7ae0939079e546ca811,French,FR,Ceci est juste une phrase de test
21e445747a81a2a3cc0ce460ecc7ff1a,English,EN,This is just a test sentence
21e445747a81a2a3cc0ce460ecc7ff1a,Italian,IT,Questa è solo una frase di prova
21e445747a81a2a3cc0ce460ecc7ff1a,German,DE,Das ist nur ein Testsatz
da4e5d625c05a0dd04438d62955d9151,English,EN,This is just a test sentence
da4e5d625c05a0dd04438d62955d9151,Italian,IT,Questa è solo una frase di prova
da4e5d625c05a0dd04438d62955d9151,German,DE,Das ist nur ein Testsatz
da4e5d625c05a0dd04438d62955d9151,Spanish,ES,Esto es solo una oración de prueba
da4e5d625c05a0dd04438d62955d9151,French,FR,Ceci est juste une phrase de test
da4e5d625c05a0dd04438d62955d9151,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
da4e5d625c05a0dd04438d62955d9151,Czech,CZ,Toto je jen testovací věta
da4e5d625c05a0dd04438d62955d9151,Russian,RU,Eto vsego lish probnoye predlozheniye
4e1a6a4fee0243d759252b0df64ce88e,English,EN,This is just a test sentence
4e1a6a4fee0243d759252b0df64ce88e,Italian,IT,Questa è solo una frase di prova
4e1a6a4fee0243d759252b0df64ce88e,German,DE,Das ist nur ein Testsatz
4e1a6a4fee0243d759252b0df64ce88e,Spanish,ES,Esto es solo una oración de prueba
0525aec6b519ddb1d3e5f95694833fa5,English,EN,This is just a test sentence
0525aec6b519ddb1d3e5f95694833fa5,Italian,IT,Questa è solo una frase di prova
0525aec6b519ddb1d3e5f95694833fa5,German,DE,Das ist nur ein Testsatz
0525aec6b519ddb1d3e5f95694833fa5,Spanish,ES,Esto es solo una oración de prueba
0525aec6b519ddb1d3e5f95694833fa5,French,FR,Ceci est juste une phrase de test
0525aec6b519ddb1d3e5f95694833fa5,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
0525aec6b519ddb1d3e5f95694833fa5,Czech,CZ,Toto je jen testovací věta
3e080d2b563873460d870ca518c36b34,English,EN,This is just a test sentence
3e080d2b563873460d870ca518c36b34,Italian,IT,Questa è solo una frase di prova
3e080d2b563873460d870ca518c36b34,German,DE,Das ist nur ein Testsatz
3e080d2b563873460d870ca518c36b34,Spanish,ES,Esto es solo una oración de prueba
3e080d2b563873460d870ca518c36b34,French,FR,Ceci est juste une phrase de test
3e080d2b563873460d870ca518c36b34,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
23e788d0fced999bfa90e708ef32f8a4,English,EN,This is just a test sentence
23e788d0fced999bfa90e708ef32f8a4,Italian,IT,Questa è solo una frase di prova
23e788d0fced999bfa90e708ef32f8a4,German,DE,Das ist nur ein Testsatz
23e788d0fced999bfa90e708ef32f8a4,Spanish,ES,Esto es solo una oración de prueba
23e788d0fced999bfa90e708ef32f8a4,French,FR,Ceci est juste une phrase de test
63c86a14825aa35326adfc8e7734a5c3,English,EN,This is just a test sentence
63c86a14825aa35326adfc8e7734a5c3,Italian,IT,Questa è solo una frase di prova
63c86a14825aa35326adfc8e7734a5c3,German,DE,Das ist nur ein Testsatz
63c86a14825aa35326adfc8e7734a5c3,Spanish,ES,Esto es solo una oración de prueba
63c86a14825aa35326adfc8e7734a5c3,French,FR,Ceci est juste une phrase de test
63c86a14825aa35326adfc8e7734a5c3,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
ba54500eba96096b0cb825e86443825a,English,EN,This is just a test sentence
ba54500eba96096b0cb825e86443825a,Italian,IT,Questa è solo una frase di prova
ba54500eba96096b0cb825e86443825a,German,DE,Das ist nur ein Testsatz
ba54500eba96096b0cb825e86443825a,Spanish,ES,Esto es solo una oración de prueba
ba54500eba96096b0cb825e86443825a,French,FR,Ceci est juste une phrase de test
ba54500eba96096b0cb825e86443825a,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
ba54500eba96096b0cb825e86443825a,Czech,CZ,Toto je jen testovací věta
ba54500eba96096b0cb825e86443825a,Russian,RU,Eto vsego lish probnoye predlozheniye
5372b8c83c43e324b6402a6c0330be5d,English,EN,This is just a test sentence
5372b8c83c43e324b6402a6c0330be5d,Italian,IT,Questa è solo una frase di prova
5372b8c83c43e324b6402a6c0330be5d,German,DE,Das ist nur ein Testsatz
a1497aca438d56b84dc0193fe5ca0fbe,English,EN,This is just a test sentence
a1497aca438d56b84dc0193fe5ca0fbe,Italian,IT,Questa è solo una frase di prova
a1497aca438d56b84dc0193fe5ca0fbe,German,DE,Das ist nur ein Testsatz
a1497aca438d56b84dc0193fe5ca0fbe,Spanish,ES,Esto es solo una oración de prueba
a1497aca438d56b84dc0193fe5ca0fbe,French,FR,Ceci est juste une phrase de test
53bf4dd0f7ee41aebe0b1855137fb2d5,English,EN,This is just a test sentence
53bf4dd0f7ee41aebe0b1855137fb2d5,Italian,IT,Questa è solo una frase di prova
53bf4dd0f7ee41aebe0b1855137fb2d5,German,DE,Das ist nur ein Testsatz
53bf4dd0f7ee41aebe0b1855137fb2d5,Spanish,ES,Esto es solo una oración de prueba
53bf4dd0f7ee41aebe0b1855137fb2d5,French,FR,Ceci est juste une phrase de test
53bf4dd0f7ee41aebe0b1855137fb2d5,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
93a6023e92f55b5e3516df7f69738beb,English,EN,This is just a test sentence
93a6023e92f55b5e3516df7f69738beb,Italian,IT,Questa è solo una frase di prova
93a6023e92f55b5e3516df7f69738beb,German,DE,Das ist nur ein Testsatz
93a6023e92f55b5e3516df7f69738beb,Spanish,ES,Esto es solo una oración de prueba
93a6023e92f55b5e3516df7f69738beb,French,FR,Ceci est juste une phrase de test
db23fcd41cf1d29973d99b3e40e76e31,English,EN,This is just a test sentence
db23fcd41cf1d29973d99b3e40e76e31,Italian,IT,Questa è solo una frase di prova
db23fcd41cf1d29973d99b3e40e76e31,German,DE,Das ist nur ein Testsatz
db23fcd41cf1d29973d99b3e40e76e31,Spanish,ES,Esto es solo una oración de prueba
db23fcd41cf1d29973d99b3e40e76e31,French,FR,Ceci est juste une phrase de test
5c0d8f75d55a413648cb705b502a2b93,English,EN,This is just a test sentence
5c0d8f75d55a413648cb705b502a2b93,Italian,IT,Questa è solo una frase di prova
5c0d8f75d55a413648cb705b502a2b93,German,DE,Das ist nur ein Testsatz
5c0d8f75d55a413648cb705b502a2b93,Spanish,ES,Esto es solo una oración de prueba
5c0d8f75d55a413648cb705b502a2b93,French,FR,Ceci est juste une phrase de test
5c0d8f75d55a413648cb705b502a2b93,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
5c0d8f75d55a413648cb705b502a2b93,Czech,CZ,Toto je jen testovací věta
f14e7d08564e3ffc76e1b0d058170d4a,English,EN,This is just a test sentence
f14e7d08564e3ffc76e1b0d058170d4a,Italian,IT,Questa è solo una frase di prova
f14e7d08564e3ffc76e1b0d058170d4a,German,DE,Das ist nur ein Testsatz
f14e7d08564e3ffc76e1b0d058170d4a,Spanish,ES,Esto es solo una oración de prueba
f14e7d08564e3ffc76e1b0d058170d4a,French,FR,Ceci est juste une phrase de test
f14e7d08564e3ffc76e1b0d058170d4a,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
f14e7d08564e3ffc76e1b0d058170d4a,Czech,CZ,Toto je jen testovací věta
0a32870bdf03f29da4951da4cc1c3880,English,EN,This is just a test sentence
0a32870bdf03f29da4951da4cc1c3880,Italian,IT,Questa è solo una frase di prova
0a32870bdf03f29da4951da4cc1c3880,German,DE,Das ist nur ein Testsatz
0a32870bdf03f29da4951da4cc1c3880,Spanish,ES,Esto es solo una oración de prueba
0a32870bdf03f29da4951da4cc1c3880,French,FR,Ceci est juste une phrase de test
0a32870bdf03f29da4951da4cc1c3880,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
0a32870bdf03f29da4951da4cc1c3880,Czech,CZ,Toto je jen testovací věta
0a32870bdf03f29da4951da4cc1c3880,Russian,RU,Eto vsego lish probnoye predlozheniye
429ab8f1396554b0ac090830e8d9f7b3,English,EN,This is just a test sentence
429ab8f1396554b0ac090830e8d9f7b3,Italian,IT,Questa è solo una frase di prova
429ab8f1396554b0ac090830e8d9f7b3,German,DE,Das ist nur ein Testsatz
429ab8f1396554b0ac090830e8d9f7b3,Spanish,ES,Esto es solo una oración de prueba
429ab8f1396554b0ac090830e8d9f7b3,French,FR,Ceci est juste une phrase de test
429ab8f1396554b0ac090830e8d9f7b3,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
429ab8f1396554b0ac090830e8d9f7b3,Czech,CZ,Toto je jen testovací věta
429ab8f1396554b0ac090830e8d9f7b3,Russian,RU,Eto vsego lish probnoye predlozheniye
6e4888a48bcd85008f345c55c33777f6,English,EN,This is just a test sentence
6e4888a48bcd85008f345c55c33777f6,Italian,IT,Questa è solo una frase di prova
6e4888a48bcd85008f345c55c33777f6,German,DE,Das ist nur ein Testsatz
4965d66fe7fa73bd90934b473ea521f2,English,EN,This is just a test sentence
